article_id,title,url,relevance_score,rubric_score,category,error
7667399178012394010,别再顶着烈日来回折腾！上海医院门诊时间“变了”：中午连一连，晚上延一延,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjUyMDYyXzEzNDc2OF8xNzg1MjAyNDQ4,0.0,0,external_positive,
7667763974057886235,联盟官方：魔术连续第二年获得“球队国际战略奖”,http://t.ynet.cn/h5/38491993.html,20.0,0,internal_positive,
7668896470803677730,河南省级层面整治形式主义为基层减负专项工作机制会议召开,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjU2NDMwXzM1MTYzOF8xNzg1NTQ2NTg2,0.0,50,external_positive,
7667727933134307867,广昌贡莲一路生花,http://t.ynet.cn/h5/38491125.html,0.0,0,external_positive,
7670831848796308002,高空抛物已入刑，为何还有人以身试法？存在三个认知误区,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a74442fe4b03fa51a8291ca.html,35.0,0,internal_positive,
tencent:20260803A082QA00,暴跌19%！美国购房热退潮，政策变动与移民收紧是主因？,https://view.inews.qq.com/a/20260803A082QA00,10.0,0,external_positive,
tencent:20260803A07FQS00,极为罕见！日美联合干预汇市，或追加行动,https://view.inews.qq.com/a/20260803A07FQS00,0.0,0,external_positive,
7668486434747220515,吉林汪清：抗洪救灾进行时,https://m.gmw.cn/toutiao/2026-07/31/content_38919331.htm,0.0,0,internal_positive,
7670357832218313254,服务向阳守初心、金融为民践使命——招商银行北京分行服务首都三十二年,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjU5NTkzXzgyODM5XzE3ODU4OTM1OTk=,30.0,0,internal_positive,
7669937556665942578,读懂“千里马之喻”的智慧（人民论坛）,http://m2.people.cn/news/toutiao.html?s=MV8xXzQwNzczMjUyXzQ2MTUyOV8xNzg1Nzk1Mzkz,20.0,5,internal_positive,
7668241997827752463,情暖退役老兵！中建海峡江西公司开展八一建军节主题党日活动,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjU0NjM2XzE4MTQ2Nl8xNzg1Mzk0MDkz,30.0,0,external_positive,
tencent:20260801A019BM00,认知工作室 | 起底美国炮制“强迫劳动”把戏：把“家规”变成国际法,https://view.inews.qq.com/a/20260801A019BM00,0.0,0,external_positive,
7669597277492625971,海东公安“送考下乡”打通交管服务“最后一公里”,http://t.ynet.cn/h5/38516306.html,20.0,0,external_positive,
tencent:20260731A02VUM00,当地时间7月31日，日本政府正式设立“国家情报局”，高市早苗担任“国家情报会议”主席,https://view.inews.qq.com/a/20260731A02VUM00,0.0,0,external_positive,
gmw:2026-08/07/content_38931117,木薯产业垂类大模型在海口发布,https://news.gmw.cn/2026-08/07/content_38931117.htm,20.0,0,external_positive,
tencent:20260805A046YY00,暑期过半数据盘点：北京居国内酒店预订量首位,https://view.inews.qq.com/a/20260805A046YY00,10.0,0,internal_positive,
7668513733928321576,非常一周｜RICHARD MILLE挚友五夺环法总冠军；积家携手章子怡演绎时间美学,https://m.thepaper.cn/newsDetail_forward_33688756?from=toutiao,0.0,0,internal_positive,
7666025674083238435,@新毕业大学生和青年人才 顺义300套房源将专项配租,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a6330d1d5de3eb7350e6c47.html,10.0,20,internal_positive,
7667856773089182248,3天养成睫毛精？乌斯玛草产品营销在违规边缘疯狂试探,https://m.bjnews.com.cn/detail/1785311956169168.html,0.0,0,internal_positive,
tencent:20260806A06FA200,以文化人润警心 凝心聚力铸忠诚——兵团第十二师公安局深入实施公安文化精品工程纪实,https://view.inews.qq.com/a/20260806A06FA200,30.0,0,external_positive,
tencent:20260804A0D1G100,莫力达瓦达斡尔族自治旗：夏管正酣 “技”润良田,https://view.inews.qq.com/a/20260804A0D1G100,15.0,0,external_positive,
7671012941205864996,北京丰台在全市率先系统性布局中试平台集聚区,https://m.bjnews.com.cn/detail/1786015162129259.html,10.0,0,internal_positive,
chinanews:/gn/2026/07-27/10667354,2024-2025年度湖南省科学技术奖揭晓 308项项目获奖,https://www.chinanews.com.cn/gn/2026/07-27/10667354.shtml,15.0,20,external_positive,
7666986521743884809,医院通报男性检验单现女性信息,https://m.gmw.cn/toutiao/2026-07/27/content_1304538535.htm,0.0,0,external_positive,
7666089929445573161,8人用餐要收22套餐具费？西安莲湖区市监局：已立案查处,https://m.thepaper.cn/newsDetail_forward_33654321?from=toutiao,0.0,0,internal_positive,
chinanews:/sh/2026/08-01/10670599,浙江立法规范生成式人工智能领域妇女权益保护,https://www.chinanews.com.cn/sh/2026/08-01/10670599.shtml,30.0,45,external_positive,
tencent:20260725A0AWMN00,《一人之下》首部院线动画电影《绵山血战》官宣定档2027年，“是整部作品最激昂、最热血、最有看头的激斗篇章”,https://view.inews.qq.com/a/20260725A0AWMN00,0.0,5,external_positive,
tencent:20260804A0677O00,乒乓球裁判界泰斗程嘉炎去世，享年92岁,https://view.inews.qq.com/a/20260804A0677O00,15.0,0,internal_positive,
7668515227796832811,天长市审计局：全流程质量管控守护审计监督生命线,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjU1Mjg1XzM3NDE2NF8xNzg1NDU5ODQ5,0.0,0,internal_positive,
7667402034831737386,百姓话思想｜老吾老,https://m.thepaper.cn/newsDetail_forward_33671231?from=toutiao,10.0,0,external_positive,
7667727916251316772,这里奏响铿锵的“新”协奏曲,http://t.ynet.cn/h5/38491127.html,20.0,10,external_positive,
tencent:20260806A0AX4R00,“985高校博士后被曝在妻子孕期出轨”后续：涉事男子已入职新高校，学校回复称将进行审查,https://view.inews.qq.com/a/20260806A0AX4R00,15.0,20,internal_positive,
tencent:20260806A0AFMX00,别让妈妈硬扛！母乳喂养不是她一个人的事,https://view.inews.qq.com/a/20260806A0AFMX00,30.0,10,external_positive,
7667834670066713103,新技术助力降本增效，我国物流数字化进入新阶段,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a699cafe4b0e45f3fd558b0.html,0.0,0,internal_positive,
7670419211369447982,北京市交通委员会所属事业单位公开招聘9名工作人员,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a72cc0be4b0e45f3fd5a5ad.html,15.0,0,internal_positive,
7668254074252378675,浦江之畔  潮启新澜——人工智能全球治理迎来里程碑时刻,http://my-h5news.app.xinhuanet.com/h5/article.html?articleId=202607306168de4fe868415db7d23e62326d2377,0.0,15,external_positive,
tencent:20260731A04ZE300,宁夏银川长城花园社区：把居民需求装进百宝箱,https://view.inews.qq.com/a/20260731A04ZE300,0.0,0,external_positive,
7668637094209684020,岚目镜观｜“小骂大帮忙”：最高法院如何选择性制衡特朗普2.0（下）,https://m.thepaper.cn/newsDetail_forward_33688985?from=toutiao,0.0,0,external_positive,
7667039936926827044,长沙机场城际快速干道一标段高架主线贯通 预计年底通车,http://api.chenshipin.com/wap/a/6a66c7db84201719541f25b6/90f456b81afce808c1fcfbd3f5761f65/1785121810/01cdf9c6c14fdbb42d692aeca99429614fbaf32fdf1193c14b9edde8dcecc6d0,0.0,0,external_positive,
7670063766058402319,安居小课堂｜“限下”手册线上讲36——各区经验交流,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a7188bdd5de97bd74823468.html,15.0,0,internal_positive,
7667749640216805934,国家中医药局：坚持中西医并重已成为基层医疗机构特点,http://m2.people.cn/news/toutiao.html?s=MV8xXzQwNzY5NzIyXzE0NzM5XzE3ODUyMzc3NjM=,0.0,0,internal_positive,
7667147092879622702,济南热力集团和道分公司：党建引领筑防线，织密技改项目“安全网”,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjUxMjY1XzM4Njc4NV8xNzg1MTM1NTc0,10.0,0,external_positive,
chinanews:/gj/2026/08-05/10672456,中国团队最新研究：全球变暖放大厄尔尼诺效应 加剧南亚夏季干旱风险,https://www.chinanews.com.cn/gj/2026/08-05/10672456.shtml,10.0,0,internal_positive,
tencent:20260728A0335I00,用服务树口碑  柘林城管满意度连续两年稳居全市前列,https://view.inews.qq.com/a/20260728A0335I00,10.0,0,external_positive,
7665950341741806132,台风“红霞”趋近 交通运输部启动台风三级防御响应,https://m.bjnews.com.cn/detail/1784854723129425.html,0.0,0,external_positive,
7670830598038061568,休达欲将千名未成年移民送到西班牙本土,http://my-h5news.app.xinhuanet.com/h5/article.html?articleId=20260806cd4bf3450dc14fd9a2c9d08cced9873d,0.0,0,internal_positive,
7667266592983613993,综述｜多国专家盛赞习近平党建思想为世界政党建设提供重要启迪,http://my-h5news.app.xinhuanet.com/h5/article.html?articleId=202607284145419a92ee48efbeb8a3e684aca232,10.0,5,external_positive,
7666636167852458542,碧波之上 海菜花开,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjUwMjM0XzM3ODQzOV8xNzg1MDI2NDA0,20.0,0,external_positive,
7668091256966283803,北京人形机器人产业优先落地“4D”场景,http://t.ynet.cn/h5/38495815.html,20.0,5,internal_positive,
7666823980367561256,瓣瓣一线｜村干部带头直播，河北“手套重镇”年产2亿双手套卖到全国各地,http://t.ynet.cn/h5/38479191.html,15.0,0,internal_positive,
7670142471229227547,啥是“天链”？为什么叫它“卫星的卫星”,http://t.ynet.cn/h5/38524251.html,15.0,0,external_positive,
7670872916083229227,票根助力 欢乐夜游,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a746939e4b03fa51a82937d.html,5.0,0,internal_positive,
7669344602737885711,注意绕行！昌平韦氏加油站、朝阳红军营铁路桥积水断路，抢险处置正在进行,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a6efbb7e4b03fa51a82613f.html,0.0,0,internal_positive,
7669734323217498678,这群“最可爱的人”挽臂献血致敬荣光岁月,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjU3ODM2XzE5MjIzN18xNzg1NzQyMDg0,20.0,0,external_positive,
7668448039053165090,探索“无人区”步履不停歇（中国道路中国梦·青春为中国式现代化挺膺担当58）,http://m2.people.cn/news/toutiao.html?s=MV8xXzQwNzcxMjM0XzQ2MTUyOV8xNzg1NDQ4Njg3,15.0,0,external_positive,
tencent:20260724A08XPM00,快评丨女童毕业照走光家长维权，退款不是购买辱骂客户的“门票”,https://view.inews.qq.com/a/20260724A08XPM00,20.0,25,external_positive,
7669246571216781866,美国华盛顿州山火蔓延，多地发布最高级别疏散令,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a6ea273e4b03fa51a825d97.html,5.0,0,internal_positive,
7667069390549959231,【活力中国调研行】浙江：到2030年人工智能核心产业营收达到1.2万亿元,https://wap.cyol.com/commonDetail/1427177,30.0,40,external_positive,
tencent:20260803A02SCK00,大神齐聚庐州，笔墨联结山河！从国家级论坛看安徽网络文学的破圈与深耕,https://view.inews.qq.com/a/20260803A02SCK00,0.0,0,external_positive,
tencent:20260729A0BFPZ00,龙煤七台河矿业公司首届“矿超”火热开赛,https://view.inews.qq.com/a/20260729A0BFPZ00,0.0,10,external_positive,
7667839731859292687,2026年上半年我国宏观经济形势分析及展望,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a69a32ee4b03fa51a823316.html,0.0,0,internal_positive,
gmw:2026-07/28/content_38911394,如何让爸妈会健身、健好身？,https://news.gmw.cn/2026-07/28/content_38911394.htm,10.0,0,internal_positive,
7670044356593680911,维他奶再添一家国家级绿色工厂,http://m2.people.cn/news/toutiao.html?s=MV8xXzQwNzczNzMxXzEwMDRfMTc4NTgyMDQyNQ==,0.0,0,external_positive,
gmw:2026-07/28/content_38911468,英国新首相的权力下放改革能走多远,https://news.gmw.cn/2026-07/28/content_38911468.htm,0.0,0,internal_positive,
7669563871740346916,“中国共产党始终植根人民、与时俱进”,http://m2.people.cn/news/toutiao.html?s=MV8xXzQwNzcyNDc3XzEwMDJfMTc4NTcwODMwNA==,15.0,5,external_positive,
7669937396452868618,一段跨越世纪的友情（大道之行）,http://m2.people.cn/news/toutiao.html?s=MV8xXzQwNzczMjEyXzEwMDJfMTc4NTc5NTAwOQ==,15.0,0,internal_positive,
tencent:20260727A0BLLV00,近万跑者燃动山海 三亚经济圈向世界递出“雨林名片”,https://view.inews.qq.com/a/20260727A0BLLV00,15.0,0,external_positive,
tencent:20260805A0DCCC00,推动职场生态升级 2026家庭友好企业评选启动,https://view.inews.qq.com/a/20260805A0DCCC00,10.0,20,external_positive,
7667378555850277410,注重强健自身，始终充满生机活力,http://m2.people.cn/news/toutiao.html?s=MV8xXzQwNzY5MzI2XzExNzA5Ml8xNzg1MTk4OTAx,5.0,0,external_positive,
7667779462938853934,“新新三样”圈粉 机器人从“展台”走向“车间” 上下游产业链“爆单”,http://t.ynet.cn/h5/38492343.html,0.0,10,external_positive,
7667410408856093226,愈见你 | 摔倒之后，遭遇烦人的TFCC损伤,https://m.thepaper.cn/newsDetail_forward_33671351?from=toutiao,20.0,0,external_positive,
7666276442523386431,两男子频繁入住电竞酒店，一进门就拆机，半个月竟偷走16根内存条；今年以来全球存储芯片价格攀升，专家：涨价周期可能延续至2028年,https://m.gmw.cn/toutiao/2026-07/25/content_1304537758.htm,0.0,0,external_positive,
7666312356317676068,经济日报：依法查处平台企业垄断行为，推动平台经济高质量发展,https://m.thepaper.cn/newsDetail_forward_33657147?from=toutiao,0.0,0,external_positive,
chinanews:/cj/2026/07-29/10668739,山西灵丘：三名青年返乡深耕科创赛道 创业兴企赋能本地民众就业,https://www.chinanews.com.cn/cj/2026/07-29/10668739.shtml,30.0,0,internal_positive,
tencent:20260726A09PSP00,一财社论：以综合效益最大化和追责具体化规范财政项目支出,https://view.inews.qq.com/a/20260726A09PSP00,15.0,0,internal_positive,
7667378173915202094,把残疾人兜底保障摆在更突出位置,http://t.ynet.cn/h5/38485810.html,0.0,50,external_positive,
7666262897038869007,汇聚蓬勃力量 书写振兴画卷,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjQ5Njg2XzM4Mzg4Nl8xNzg0OTM5MDky,10.0,0,external_positive,
7671094646197486123,昌平布局“三条走廊”打造北京北部“产业黄金带”,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjYxNjY0XzE0NTQwXzE3ODYwNjU0MTc=,20.0,20,internal_positive,
7667495351720378920,江苏一电商企业被举报偷逃税款，多笔企业所得转入私人账户,https://m.thepaper.cn/newsDetail_forward_33673263?from=toutiao,0.0,0,external_positive,
7667775249399743027,曾经留白，如今直白 ——从话剧《青蛇》看经典重排的审美思考,https://m.gmw.cn/toutiao/2026-07/29/content_38914639.htm,15.0,0,internal_positive,
7665997498628014634,受台风“红霞”影响 广东省内铁路将全线停运,http://m2.people.cn/news/toutiao.html?s=Ml8yXzQxNjQ5MTM1XzEyMzkzMl8xNzg0ODc2OTgx,0.0,0,external_positive,
tencent:20260806A0BDPW00,三场重磅演出轮番登“鹭”,https://view.inews.qq.com/a/20260806A0BDPW00,30.0,0,internal_positive,
chinanews:/gn/2026/07-30/10669170,湖北省自然科学基金联合基金年度总投入逾3.4亿元,https://www.chinanews.com.cn/gn/2026/07-30/10669170.shtml,10.0,10,external_positive,
laodongwubao:/content/2026-08/05/content_170747,久久为功，抢占电力科技原始创新高地｜——记2026北京市最美科技工作者、清华大学电机工程与应用电子技术系教授何金良,http://ldwb.workerbj.cn/content/2026-08/05/content_170747.htm,30.0,25,internal_positive,
tencent:20260729A0963700,首届黑龙江银发经济消费博览会盛大开幕,https://new.qq.com/rain/a/20260729A0963700,20.0,0,external_positive,
7669460493765001778,第二届亚洲大学生篮球联赛（AUBL）杭州开赛,https://rss2.bjd.com.cn/content/5b5fb9d0e4b08630d8aef954/s6a6f6471e4b0e45f3fd5897d.html,20.0,10,internal_positive,
tencent:20260731A02V1100,重磅官宣！我国“黄金大外环”要来了，有哪些利好,https://view.inews.qq.com/a/20260731A02V1100,0.0,0,internal_positive,
7668232940127650350,四川新一轮明显降雨来袭 今晚至后天盆地一带或频遭强降雨,http://t.ynet.cn/h5/38499367.html,0.0,0,internal_positive,
7669597245449077302,破壁垒聚资源 强链条兴集群——石家庄高新区以“三维共享”模式打造生物医药产业高地,http://t.ynet.cn/h5/38516186.html,0.0,10,external_positive,
7666428119087071750,从造车新势力“原生智能”到传统制造“老树新枝” 制造业升级走向全链条系统重塑,http://t.ynet.cn/h5/38472575.html,0.0,10,external_positive,
tencent:20260802A07NST00,上市十年再出发 江苏银行书写高质量发展新答卷,https://view.inews.qq.com/a/20260802A07NST00,0.0,0,internal_positive,
7665988195837968947,对话｜温网女双冠军郭涵煜：面对焦虑和挫败，是所有人的课题,https://m.thepaper.cn/newsDetail_forward_33651341?from=toutiao,20.0,5,internal_positive,
qianlong:2026/0731/8705444,这个夏天，15组骑手家庭在北京团圆,https://beijing.qianlong.com/2026/0731/8705444.shtml,20.0,0,internal_positive,
7668543840923550249,山西省吕梁市交口县发布暴雨蓝色预警信号,http://t.ynet.cn/h5/38503816.html,10.0,0,external_positive,
